compound,neutral_mass,mz,charge,rt,pos_12,pos_16,pos_20,pos_24,pos_28,pos_32,pos_36,pos_40,pos_44,pos_48,pos_13,pos_17,pos_21,pos_25,pos_29,pos_33,pos_37,pos_41,pos_45,pos_49,pos_14,pos_18,pos_22,pos_26,pos_30,pos_34,pos_38,pos_42,pos_46,pos_50,pos_15,pos_19,pos_23,pos_27,pos_31,pos_35,pos_39,pos_43,pos_47,pos_51
11.35_246.6251,NA,246.6250909,1,11.35385,51.23285258,149.2035774,374.461684,422.2041254,291.8833245,324.3591039,255.4615427,110.1293446,60.40539575,184.6370394,62.1772688,57.273992990000004,85.18493917,107.6198696,46.42124762,81.36745219,87.62708063,48.82305922,135.3108629,85.55318552,122.156413,47.2507224,122.7508564,70.34520887,94.04091128,108.6143496,100.0316946,69.14607629,45.98344149,107.8233384,37.4414261,74.28776315,48.75665785,85.98397981,71.67342096,81.11217688,106.4688748,40.98300454,39.67530307,76.06637941
18.70_770.3475,NA,770.3475255,1,18.69511667,1390.614612,987.0015458,549.0916935,86.88567996,1173.659093,851.0060042,638.4388433,3482.519291,1366.570074,289.0639914,2171.180856,4048.710509,910.64035,471.7636228,3864.074657,2623.145347,965.4704252,3619.237473,1272.671843,2147.576039,2279.681088,3679.207906,601.8508969,305.9711121,3740.079834,3595.34332,1117.117314,4146.773525,1101.349611,2552.971258,2407.246553,3543.976724,2425.783513,508.5858834,3425.671398,2738.344845,2122.886835,3328.905752,1808.551487,3715.817839
9.31_419.2077,NA,419.2077376,1,9.31435,806.3366458,259.3146849,397.3559821,167.4490551,379.4471978,355.5136824,455.4548263,717.7213887,921.3555011,285.1714332,822.9374515,1007.064878,720.3898041,496.330298,919.3487352,950.1316643,1028.567801,932.0169938,1024.607223,806.5783583,820.6929075,883.2882778,711.542666,393.1128972,869.0276625,998.6966993,911.9371185,1157.543459,955.0411776,908.4484741,824.974889,1207.283431,1030.900778,396.5862972,863.807019,1145.488399,1085.497617,1003.215681,878.8473309,1124.232327
25.02_408.2852,408.2852265,391.2819382,1,25.02485,686.4156104,634.2006512,1707.286882,1090.927766,516.7410018,1067.837245,476.1604182,1124.583206,3583.81528,666.462915,2540.32842,2386.09721,4994.760497,3593.498566,482.5687058,1301.812106,4625.141959,5775.891458,2293.147555,4429.385195,2658.026443,2338.510082,4247.763621,3017.050146,670.6539602,1360.781274,3676.979458,2167.262256,2153.993429,3774.414109,1872.948014,3080.126795,3190.597117,4591.660327,2217.056585,1849.749738,4975.969316,7063.02181,2516.891068,2717.207159
18.34_654.3408,NA,654.3408124,1,18.34155,2755.808536,1833.365927,2789.267473,131.1041559,2105.704301,2938.947496,1879.90845,2961.746858,139.3160656,1483.742739,426.892034,3240.016999,1435.504299,107.5773873,147.0483681,444.2489264,1414.137751,444.016107,95.1439209,699.03172,189.4490832,2761.47524,770.6117604,164.2273485,190.5867103,317.1322124,973.3718139,310.170479,82.74186609,293.2896168,303.5538547,1256.95387,221.33443,148.5310053,153.1654312,83.19112451,214.1466959,136.0803344,105.8324065,346.9178203
18.67_344.2535,NA,344.2534975,1,18.67168333,76.41473938,0,0,0,0,0,0,0,643.6387535,0,189.2962921,0,0,172.220312,712.0882459,0,78.77152577,96.41426937,469.3274906,0,198.3281093,0,0,295.0643787,731.5412772,21.54268656,64.54488479,37.82822836,560.7939383,0,129.3432336,60.31299209,135.5448774,305.9347352,730.0151935,406.4962526,719.0455879,60.82185011,530.8672562,332.1948919
25.88_533.2018,NA,533.2018481,1,25.88415,242.9658055,357.1118257,425.2200463,452.9323926,313.8733676,445.2890239,363.7562398,260.5088384,315.1318387,373.1922493,308.4410525,240.3592774,265.0439458,244.66335,243.5552626,290.8998322,249.6244203,255.0292933,239.5560595,206.2410411,196.1973876,334.7622737,326.2791904,277.7858235,219.7881162,241.5153067,241.7726803,198.288045,265.3881573,238.729019,254.2015713,335.9695663,283.8439511,277.1080065,205.6158605,295.2601339,278.0007318,214.0375402,276.8624784,244.6969742
19.08_473.2944,NA,473.2943672,1,19.0835,24.46987329,0,0,0,20.66783113,7.025554519,13.2758204,301.7962232,2624.106741,69.25202058,151.048558,932.5881267,194.8216692,0,1658.087873,1740.788489,1009.895754,2416.619386,3310.874057,518.6762228,177.4964064,857.3577136,192.7201061,0,2117.668657,2220.19512,1053.450664,2989.742567,3353.116486,490.1563314,196.0829186,1667.971681,1154.043457,7.569872893,2022.4828439999999,3677.517044,2451.052137,4241.42388,3722.606862,5249.43455
24.08_551.2916,NA,551.2916088,1,24.08073333,270.9341963,437.7061837,560.6692217,502.5904485,282.7921963,382.1369299,297.918572,335.3664481,386.0867684,311.572265,233.9822273,207.784113,339.9346044,246.5956891,184.762961,206.6384018,175.1859978,232.7353396,306.2708251,287.8488933,159.1909876,228.0842245,314.6700484,239.1409348,138.8693404,141.9242341,116.3425307,242.9036698,457.4952035,263.2935571,289.6924058,165.2186476,234.4008574,307.1220032,181.4738456,267.9560304,140.7418108,162.6825497,436.9643033,348.4669267
4.50_285.2028,NA,285.2027577,1,4.500766667,257.5769308,306.9567728,218.9457166,371.8251277,187.8363332,264.5229457,251.3823068,162.3220958,116.7932902,192.0153701,147.0615031,119.140643,175.5751411,128.8666031,113.7827662,219.404246,142.3242661,133.4861537,81.1599056,71.15743853,100.7204047,99.64732451,182.9521529,139.0987023,124.3303964,127.610268,194.3092374,98.66277679,115.0165713,102.2459812,113.885657,66.17682836,122.9963523,94.64564192,94.94805499,73.10119191,156.1142283,150.4004695,148.4877143,60.4277308
15.20_359.2274,NA,359.2273797,1,15.1957,45.7872508,0,0,0.047629988,0,7.1e-5,0.083094015,0.644827119,246.9197413,0,125.0553592,0.099637047,0,19.76341251,324.1580533,0.737081997,84.15072606,5.288286022,371.2825485,0.119735941,109.5535052,0.029679452,0,60.00511537,369.3605565,10.00528269,40.35326195,16.23015195,382.222457,0.003855068,51.99136584,11.70357526,63.54028077,141.2302989,348.7472682,253.0209555,531.1837648,6.012453513,361.2587831,251.1880582
19.18_276.6198,NA,276.6198177,1,19.176,314.6966575,604.6857325,718.8489594,491.2946195,444.8425439,391.0760899,484.0827566,280.7915331,379.7039569,607.4829996,317.6275327,251.0810584,502.8149313,368.6434202,196.035793,265.5553968,297.0176825,298.078712,423.9082895,367.0617845,217.2515618,400.0596373,402.0183887,323.9618542,265.1468815,247.9168451,282.0648624,284.0264993,299.643967,370.5932491,236.2637505,283.4543118,449.4191218,379.6233488,316.0467502,217.8750216,341.5331125,274.180342,314.1735734,234.5196821
21.75_644.3011,NA,644.3010564,1,21.75486667,272.175254,512.5150696,306.6747127,81.15234946,1320.828685,2250.481341,1473.42241,8339.623731,1416.035429,1829.125062,318.7662,1028.666745,253.0280595,154.5648239,4657.343434,5304.423451,1729.587141,8087.487157,1847.767191,3966.596062,310.5908669,1024.681071,319.0858483,175.6310022,4054.725862,5328.201272,4612.178836,7078.615857,2175.634262,4515.119247,288.8329306,758.0072035,452.0895104,194.3288445,3524.438159,5671.088957,3358.646446,7180.020784,2753.599431,5601.395347
14.81_292.1225,NA,292.1224588,2,14.81321667,20.27191818,0,0,0,0.503387644,4.07029212,1.232127046,26.15042287,50.38732914,0,32.87444569,37.40472722,4.796936032,3.653194321,63.37378124,66.35475611,41.46071059,86.82372709,47.40151273,14.28646258,22.20056722,39.21821169,0,0,68.298928,73.01780674,37.13648773,89.28692974,52.11405258,12.05036482,37.30415604,48.77923121,31.22216956,0,59.82329464,79.98710949,49.55922554,108.9402717,40.65383943,71.26130087
10.28_273.0838,NA,273.0838424,1,10.27596667,30.17182091,74.79306144,77.19873238,92.67375752,45.96994156,80.54895052,51.84951115,42.15101458,12.27022485,89.52039206,12.6839069,34.71941535,56.67111054,20.6840673,39.59092767,50.43503987,20.66270967,41.98167328,12.91495518,44.59615431,6.769889915,39.59384309,50.79057939,51.95838124,44.40590118,42.81343976,24.68530664,41.18956053,5.967417313,50.54547151,10.74219725,34.11057455,37.58049675,40.42124122,41.24678433,37.85884265,20.43271189,43.75103794,12.05071749,39.05949949
24.73_562.3131,NA,562.31309,1,24.72936667,549.1927442,760.9275771,691.6480528,911.6168096,466.9777189,673.5829322,646.1475308,496.9648161,464.2233815,696.0356502,1295.015258,1330.166709,842.2906637,1018.63568,899.1185849,1017.669512,1220.450469,944.0990025,351.1165573,744.5065145,1417.667103,1426.392948,776.9222438,1082.790421,717.9014958,982.9548078,1101.281332,1054.300023,413.3027658,667.8351226,1442.646492,1844.588191,1145.632423,1117.256872,1176.903157,1790.617415,1565.723613,1766.909307,407.3958023,915.1421585
6.53_303.1657,NA,303.1656587,1,6.52785,1716.437241,1.858981523,29.52868814,2.722633692,71.77210366,5.519813234,2.030537715,53.40474988,1318.134774,8.389661941,1720.062658,644.3636806,570.3010572,1175.43694,1580.080728,620.7291507,1355.393212,482.7192936,1725.879153,19.52223857,1888.836776,912.3858112,446.7994533,824.2222938,1608.578572,659.4849007,1079.279097,703.2037622,1633.662936,21.20413488,1627.040002,1589.670896,1789.786655,1146.457705,1468.11169,1366.855321,1417.754538,824.4300664,1717.07679,718.1265424
14.83_257.0889,NA,257.0889374,1,14.83256667,198.7503223,265.9496035,267.3258509,311.2157883,215.7165046,251.315954,240.2244664,172.5688001,208.0564883,261.7538658,194.8793187,198.546456,210.1036457,233.305156,161.8979157,179.8063088,185.519193,177.6651067,198.0164387,199.1330611,183.9707976,193.0128803,210.626161,214.3968163,161.4835493,188.9471811,171.8910925,177.1728761,197.3839772,188.4799167,172.3560853,181.7890505,199.7710898,198.2736218,158.6568395,170.6593912,184.18572700000001,183.7565036,207.3676444,163.0065174
25.27_489.2805,NA,489.2805477,1,25.26568333,843.6978441,1024.760158,959.6095337,1314.192816,944.1675776,1078.83432,882.9664815,747.8410678,792.3619515,1086.0241,689.2548719,874.0125781,793.1689155,1006.14001,675.4305023,770.2734405,819.2298491,723.844547,743.981185,700.6053801,921.5234168,754.9121358,794.1489907,844.665453,710.096359,836.5555161,748.3904047,687.3361077,749.6548252,705.2934988,715.5289379,907.5262346,915.7265228,1221.184584,809.3629036,928.7427004,821.4161236,841.036341,805.0456186,931.2924678
18.52_279.1302,NA,279.1302274,1,18.51636667,173.8325477,279.1150365,283.7233572,371.3687514,221.5253239,261.5464742,216.8551937,174.2470269,192.3510756,274.0959701,146.5728062,198.4803242,231.5856444,287.445145,143.5416594,176.4404584,182.6769029,170.467696,195.8858391,185.7141573,151.9674561,198.9152007,239.5866592,277.9758404,146.0712426,173.3106499,174.9331219,171.5782931,215.1267102,165.6139573,163.6648501,176.5549499,183.1368013,221.7234225,133.7052614,178.3246212,166.2840356,175.2615714,190.4974549,160.8260477
19.23_744.3182,NA,744.3182299,1,19.23133333,0,0,0,0,0,0,0,82.29218126,66.39660451,0,0,40.09676018,25.79365187,7.62455923,66.44166905,148.0047041,79.20776366,156.9016587,89.95185062,80.30731984,0,48.31060532,0,9.521178974,75.1205521,197.7526216,106.3927821,127.2125626,120.9112768,81.82887434,0,55.85802326,42.78941465,9.975724285,90.61927934,108.0703868,140.9893886,138.2648332,85.41118598,139.2877405
15.54_242.1093,NA,242.109329,1,15.54168333,93.41256165,2.519102722,2.70355677,0,14.63595689,1.300106381,0,0,3.014323417,1.356827174,43.6911183,6.930684597,119.9973771,22.40344176,60.85908173,11.90213627,1.917957914,0.906020618,13.94214465,0,140.4773753,6.669461548,116.3863609,29.26477387,33.71804308,16.96686972,7.407868057,1.410828407,28.3595018,3.278944713,30.13785276,53.85845561,183.3940736,25.03494087,55.79066128,15.80130402,2.346916997,6.163897161,16.42574238,9.587925684
5.24_223.1547,NA,223.1546852,1,5.243066667,93.8742992,0,0,0,0,0,0,0,71.46209936,0,65.48250899,0,0,36.82503869,68.2994163,0.027730753,21.22368177,0,72.23582178,0,69.64125577,0,0,20.53134311,77.86174906,0,14.5390069,12.32737754,73.61532527,0,85.19394009,42.3697882,27.61869771,22.00247455,65.02185116,46.2194566,87.1705457,20.53740464,88.00686086,16.40733498
12.54_304.1197,NA,304.1196651,2,12.53685,1.713729891,46.45087532,92.3272136,0,24.7223129,80.62738094,11.40966121,11.43380661,0,51.24990412,0,4.29563615,0,0,2.024322185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.99_325.0374,NA,325.0373641,1,7.992583333,250.6785924,364.3326483,439.6721708,625.7073124,325.6934612,448.2154762,346.8647273,288.3955595,188.0396314,454.770072,226.6634678,326.1923039,309.8763996,362.1107394,221.038662,247.8259993,239.7178615,240.5218151,211.0522277,409.1369008,241.4273745,296.3764101,291.2895315,282.6463249,281.6343642,323.7825788,269.7242795,257.9842069,188.1776214,334.6162038,164.3575265,340.1481746,262.9246325,278.0586949,229.1347149,176.7789221,223.7756669,194.6329985,223.9302775,244.0488369
15.48_249.1366,NA,249.1365943,1,15.48435,78.9663602,0.168294369,1.103067263,0,1.192698205,0,0,5.573863429,22.62297405,0.541483666,95.51338522,44.18384083,9.261315942,16.80101327,44.79616919,10.89945044,22.44260091,13.61362322,23.18051793,2.361424119,68.61184498,46.41275234,1.393095947,3.865131654,49.48081811,6.003563174,32.01556129,13.60061541,19.64697716,1.643841336,68.75892629,47.80104624,11.88225146,12.36530408,40.7834644,23.1441075,32.66099134,13.62792995,23.86253567,26.89980433
19.49_535.7622,NA,535.7622286,1,19.49131667,0,0,0,0,0,0,37.08935775,29.71786203,21.98165972,16.94765185,63.08818582,19.57917091,78.52402488,0,58.20746248,65.63286379,60.44957115,91.89995681,35.62596686,187.7669018,35.30139637,42.43376149,141.3962558,0,54.03545282,64.88191109,91.79367604,79.95083611,44.20282329,165.9463195,68.59296592,90.49354013,145.5779317,7.155634433,61.06258965,79.52015168,129.3182424,98.97990481,59.04315427,123.1958201
18.29_513.3000,NA,513.3000112,1,18.28621667,2170.950985,555.1060267,876.5600786,738.8653441,722.0858948,1321.824377,980.2883433,2111.543438,5374.559016,556.2983753,2829.2393,3765.41739,1901.482611,1446.688523,3181.742576,4307.505531,3420.629402,5082.809273,5018.030599,1626.490908,2881.208132,3470.315131,1575.931688,1394.487419,3206.79048,4390.558897,3522.367029,5071.492986,4672.084164,1588.733452,2699.133907,4189.006878,4219.975893,1448.657472,3247.850769,4157.765112,4084.921705,5960.985676,2973.189087,4501.871417
9.28_203.1384,NA,203.1383619,1,9.276183333,1220.622672,33.06436578,25.13686334,69.98496157,41.74657069,36.25318004,24.90988844,88.95054069,1342.756146,3.524425131,1229.523108,78.5626625,56.26235352,1975.982605,1160.613344,102.6948937,273.8210292,160.2568052,1095.3559,13.37016314,1089.133429,89.77092018,23.94376236,2353.792023,1241.682453,63.71195426,244.96749,132.8289428,1129.066712,20.68630134,1125.834876,157.0895056,214.2120253,2286.187486,1572.978469,553.4182389,895.6390033,345.3369404,1633.603847,408.5990029
12.30_391.1996,NA,391.1996012,2,12.29935,13.18041389,17.438944330000002,26.61678262,46.60388812,4.394934295,18.953251560000002,14.13685366,24.80415562,171.9958564,27.3175028,214.5194668,6.972197388,34.51670841,248.6739022,252.2293104,163.9186391,30.47152745,239.8714082,211.4090137,117.261188,143.7632464,16.85620072,24.94705657,188.3541165,270.3585506,188.2677618,65.80927159,215.3358577,218.7216009,123.0212177,188.4325402,125.8197573,164.7580265,240.1129,259.7227467,234.3803572,232.9049384,224.5495886,225.0230775,268.6885342
12.19_351.1694,NA,351.169432,2,12.18786667,1100.28321,90.6239744,60.69881695,49.16620527,81.5733008,99.23134993,139.8570869,1127.940715,1179.976549,69.48592441,1536.724633,1616.775546,251.6195835,185.1942249,1535.193867,1607.29016,1105.04945,1734.651096,869.3237027,455.6190917,1466.790889,1708.182325,209.0075137,221.9868668,1586.027863,1679.597456,1152.107958,1726.837761,757.2450313,454.6445515,1777.980031,1832.139802,1230.480132,275.8140076,1625.640952,1629.131258,1312.573575,1810.994655,857.2335869,2243.592258
9.36_318.1651,NA,318.1650982,1,9.361116667,4385.44436,979.4108896,1780.617783,1727.46126,2408.254654,1236.852809,1461.719632,2143.061355,4586.682329,1715.439802,4219.451259,3002.638468,4142.55616,5160.548061,4343.566712,3478.489544,4950.813293,3751.778546,5276.251917,1567.162698,4054.946801,3055.229814,3932.063052,5180.804201,3915.585207,4044.448176,4773.451876,4154.788636,5006.477456,1478.173701,3704.574662,5250.153706,6048.80906,5299.897395,4166.768026,5342.801984,5316.168124,4149.105941,4661.442176,4262.141955
21.42_513.2112,NA,513.211204,1,21.42371667,2716.881152,196.5400608,224.1641269,144.9852545,182.9428445,193.9952076,349.1666215,426.7676753,473.2374665,244.6756546,1892.993606,938.9762385,1022.819276,425.7641143,512.8292284,565.8032765,1253.403487,779.8031939,1329.316461,286.504508,1987.284587,1126.972281,1080.167241,584.8602635,623.9794167,615.5141479,1210.451266,826.1805736,1386.9243,281.594145,1811.442258,2425.665095,1477.596916,545.6549756,758.9519544,1029.852303,916.8700049,744.2733084,649.5045188,541.9307843
22.74_889.4767,NA,889.4767449,1,22.74348333,0,0,23.40410802,0,236.6864995,38.45620645,0,6097.0452,412.7612585,63.22277191,0,591.9243513,237.1477648,0,6838.635992,10023.04493,881.2664469,12290.12287,866.154265,2706.502106,5.078608175,585.8169144,216.8290979,0,8431.430972,13881.11907,1914.189093,10561.52792,792.5701889,2899.915898,66.74248728,2035.992364,1265.161654,10.48664909,10124.0234,14638.1555,3711.471253,17676.31565,2137.380774,24773.2092
3.76_142.5888,NA,142.5887576,2,3.7648,46.72399293,28.05700978,27.82203899,16.86159542,6.752619992,36.37379469,41.52584244,79.40859832,431.7287391,8.532417596,54.11137941,74.2015553,44.5914425,280.6159108,66.44720299,32.72735804,48.34611125,72.62278319,522.5498856,3.386414552,63.44232229,118.9614493,61.90987738,285.8252269,52.39304357,45.87416102,85.66369065,97.46805281,454.0448372,6.189007931,73.70359732,314.6698453,144.4934796,255.5513759,230.1098803,392.880645,209.6053349,159.4621264,557.6899507,41.13248497
22.17_790.4086,NA,790.4086396,1,22.165,969.9244918,0,17.68332957,0,16.98115151,0,0,137.7131737,194.017041,0,2817.063522,2619.379483,689.446247,25.79602204,1018.703445,725.124325,419.3871272,341.9912988,311.791564,48.28967098,3216.039291,3062.700326,734.9561962,26.33605675,1267.969222,711.0149189,300.9206078,409.1210971,222.1803783,58.50154801,5328.806443,9947.239645,5075.181601,75.10400231,1311.837229,1660.970114,506.3983081,630.6818026,708.3107218,664.3945894
21.75_511.2283,NA,511.2283442,1,21.75486667,551.6209378,551.485131,607.6140255,1076.959723,545.426078,564.4207959,568.3439403,330.6460831,572.6292012,635.885586,573.6331214,325.6741246,576.9400235,608.6577946,503.9328625,359.0796202,415.4321765,320.1267058,503.5897658,414.9335258,339.6388731,493.5183166,424.8312749,578.3780753,307.4340942,251.2711003,411.0660236,266.9116311,552.7219933,404.4979,600.5365525,426.6365652,397.3985334,493.0515184,272.6797385,285.7519957,326.6709328,308.3236868,559.5735391,288.0747396
24.66_394.2916,NA,394.2915678,1,24.65521667,414.9690499,972.0694771,831.2326285,976.5936785,1091.947738,835.4144388,664.893673,794.2204763,743.1282341,700.4250494,378.0725683,354.4323344,1068.544759,351.3583917,538.3161275,574.5933228,680.760602,659.8943902,654.2326448,655.3515865,348.7871898,562.0000326,651.8498483,474.0190307,364.725366,314.4526849,376.7965192,350.0930479,713.2163538,378.7825293,418.0540832,356.6121516,349.4960262,333.3412147,322.7952913,647.06077990000006,396.5288114,631.0686291,533.3810238,494.1368337
14.56_217.0968,NA,217.0967906,1,14.56023333,378.3886418,551.3942952,533.8976001,662.9241343,458.9188221,557.660338,443.272043,368.3175012,369.26095,551.1921048,351.5025328,389.2170152,452.545596,425.0198938,330.4708133,347.8624334,348.7542256,348.3952986,394.5032606,396.2449757,362.7787837,378.2634799,406.3979417,401.8488792,315.0549797,376.6324756,378.0600994,351.4558187,380.0055903,404.9344076,348.8116061,376.2549512,415.7405947,441.6604468,331.6438034,363.2305388,341.1490692,346.217169,355.3317812,346.1013512
3.27_129.1379,NA,129.1378796,1,3.265833333,472.8298706,548.7765071,417.9600778,718.5043301,398.9749182,572.4907611,530.9474004,499.3406849,453.2575059,467.4960613,483.3986436,634.9128176,287.8024057,274.0136494,249.7377147,393.3021374,430.2227355,318.0451373,354.4717154,387.0615515,426.1871355,438.5554524,344.4493558,278.2738276,220.9529977,426.3811574,308.191728,377.8176094,336.2559079,391.724327,397.414484,577.1736025,398.9664645,275.7313783,251.3977723,331.2950921,238.6043752,327.5475377,312.4907861,190.239453
17.26_254.0990,NA,254.0989967,1,17.25998333,251.8035063,227.4799497,225.5787499,418.6275673,276.6383056,194.3918832,206.9844486,136.2731762,88.63075224,250.4784469,150.7470869,123.8352143,132.4005601,304.9381201,150.1544393,161.1404005,196.9556026,144.7374242,151.1923041,152.1229309,223.696556,113.6158254,170.1707541,269.7625496,109.724041,112.0364501,191.5246575,91.93027594,118.4183929,123.9409971,140.4539543,111.2859763,127.1299456,221.2951153,147.2436994,93.18048316,147.6237498,116.0806274,92.5944533,111.4735686
9.22_403.2154,NA,403.2154211,1,9.219516667,755.6024852,128.686586,194.7277578,128.5528615,191.5552457,141.8886706,256.1209279,228.5343032,603.555967,134.520771,627.1131105,455.619948,314.639241,306.0117934,613.5201397,486.8984348,496.0838608,424.7437638,633.6982428,264.8714189,647.2816208,381.0594677,311.5099522,285.7942806,515.4119114,465.9760638,456.8476621,541.3015756,589.2023768,331.7893116,591.8485927,576.8542862,586.584488,260.2037224,510.483196,597.0626871,585.2487898,423.8900292,554.2514627,512.9775743
4.93_518.1392,NA,518.1392273,1,4.925233333,0,44.52416294,25.7463232,40.08783947,0,30.90195281,27.83635536,21.11670605,0,24.58016964,0,3.669440384,0,0,0,2.363145312,0,0,0,17.67233398,0,0,3.053296371,0,0,0,0,0,0,18.11608047,0,0,0,0,0,0,0,0,0,0
17.71_512.2518,NA,512.2518324,1,17.7134,244.1924575,231.6776575,238.0768661,373.6610422,327.6866137,265.4069057,275.7443872,243.6924096,162.6748953,231.3481655,193.1677909,165.464581,145.4840376,264.5021769,126.6422397,183.4247573,122.1238488,130.085485,248.3116043,217.0551329,207.324388,164.1045247,98.38353848,254.0236958,129.4476561,189.4002929,167.4253167,96.66432052,145.5173577,241.3390368,160.8808301,89.00808638,143.5002953,258.8451535,105.1747948,187.7430312,158.297394,120.6989141,202.3203967,114.8168306
23.65_417.1058,NA,417.1058191,1,23.64743333,320.5748747,436.3577916,353.3474524,478.092374,310.5944098,453.0426379,343.0688143,242.1371622,315.9918871,391.4682166,310.8841985,241.7080262,274.868057,348.1839707,244.2095166,263.1040868,247.0022087,178.1649187,265.0213358,258.9991309,299.7790406,224.7311554,294.7291904,347.3955449,262.5013525,245.7277054,205.7701406,255.0900143,283.1722851,260.3605893,285.0076377,166.2012334,283.440708,371.0018164,242.75661,239.8951613,238.0048923,165.213424,285.4154372,153.7459534
14.70_371.2272,NA,371.2272064,1,14.6964,1222.918979,720.2052127,238.9924023,1600.936594,896.1025112,191.8908688,898.3327138,1139.743628,228.5473032,604.5087586,1086.942847,471.3923152,210.4606138,1048.142927,389.3536492,164.6318644,297.0122789,329.3656832,132.6054321,272.95856,1021.065258,478.5701361,180.1190073,971.9138515,380.3314012,172.1428109,330.8243897,385.7763676,143.6609958,300.1073238,836.6758656,256.01972490000003,195.4106399,759.6273872,303.662612,114.9197381,87.46158715,163.1924036,74.08241783,221.5432843
18.05_575.7049,NA,575.7049221,2,18.04638333,228.2725242,484.5733146,392.9387962,465.4469973,393.1653867,271.2824578,277.4826088,255.1586385,133.0683576,480.2582645,216.7454689,265.6543551,201.6299252,423.582855,173.8800616,172.9571445,196.3170846,146.620163,171.4373831,309.9802316,248.174409,226.8379056,214.4836499,255.9978327,174.1947137,188.8319709,202.8216345,196.4808791,135.4715816,309.3020983,209.5230347,136.1711524,141.1188228,306.7413525,182.8096534,178.6016916,105.8468387,136.8209881,170.3081816,202.7441346
11.07_314.1107,NA,314.110716,1,11.06991667,1050.863686,1212.924593,1439.184881,1767.004367,1242.317146,1261.930696,1206.956391,1047.581172,963.3522704,1387.625742,823.3063582,1217.14665,1142.608294,1140.10644,957.6917601,1105.106964,783.579451,900.0527517,818.6605843,1079.033521,908.6715762,1122.680525,1372.051785,1112.960704,1170.741268,1054.022636,1056.776753,930.9036025,985.4894465,969.847958,1011.612787,1064.807047,1045.743214,1134.105688,1047.097804,1121.63739,1098.677013,1102.963996,1033.862962,1081.885616
9.02_292.1647,NA,292.164706,1,9.020366667,541.9764615,682.5091927,573.0982765,803.4593294,533.6819898,553.3769041,626.4832926,505.5332569,429.8862709,464.8777197,473.4792876,421.6503722,546.6111519,552.7266825,412.7980271,421.8576192,523.0452914,405.3577586,397.3844269,251.5169315,423.4963872,412.7781749,520.2122991,517.0096688,372.6308326,467.5776802,501.526543,470.1144335,393.9468951,310.4584922,395.5053002,443.4481863,473.86315,510.594362,367.3045447,386.9666,444.3082498,375.3786532,481.7597692,443.391779
21.53_552.3720,NA,552.3719879,1,21.53353333,3540.994319,0,0,0,0.315738516,0,0,1489.756433,123.2242734,0,3750.350411,4873.323554,142.8664963,374.2458176,2812.310333,1152.914487,554.4890886,2805.085337,340.1034271,60.89807529,4565.465342,6246.473347,141.4438395,305.0151282,3319.501189,1277.180466,743.1516483,3152.247867,254.6384325,48.05701549,4728.608305,11937.49174,3505.32958,448.2473128,3311.41481,2432.33183,1071.857657,3837.398698,240.3472902,1366.964422
11.59_221.0892,NA,221.0891637,1,11.58556667,700.1701082,945.5968586,1006.600737,1277.404054,825.3940628,1040.593845,936.1141116,693.7524457,742.6852676,1087.241269,653.0791805,677.6712036,920.68491,805.8251798,653.6092638,760.0663469,721.8186575,671.4659176,728.8831855,795.7424989,609.6138547,744.2717393,904.0389739,833.115981,688.6138891,735.6296083,753.614936,635.2239197,721.9625343,748.7630058,656.6479002,739.1628609,794.675609,767.3749582,639.5204524,785.5065173,698.9510274,702.4045003,764.1343609,774.4817502
25.88_465.2147,NA,465.2146675,1,25.88415,653.2044771,825.1361593,916.9832873,1157.728776,762.3313852,976.7029449,908.7492794,619.6325957,745.2562364,1065.504991,773.6637166,561.039405,698.0643908,665.6686442,626.1228402,762.6847393,745.1709239,660.0448921,576.737554,701.3713926,523.7340584,730.2385997,744.4353515,780.0970075,495.6582462,623.0693666,713.8697402,556.4505566,627.5413202,522.1934151,620.062782,806.3473032,706.1343363,728.8608166,575.4837766,614.4892841,588.2535272,581.9235497,709.1527654,601.3740446
20.04_382.1688,NA,382.1688153,2,20.03628333,482.8413148,597.9904222,703.5017364,627.086466,611.1810924,714.9576123,514.8954047,353.5816466,329.3155846,603.5593272,324.4934784,382.4530866,525.2306955,487.69891260000003,227.144847,386.0131987,299.5983025,321.9418837,339.2708112,422.7323191,325.5453384,392.9132344,548.8793722,382.5474686,192.2275419,399.0013091,324.9494523,352.6801327,430.8080061,469.6409511,335.877946,302.6407038,362.8996313,391.8718153,191.1745818,299.0833268,229.9211755,286.7618515,394.6072708,251.9450542
22.54_283.0559,NA,283.0558584,1,22.53915,26778.70676,41071.6287,38019.42419,49457.2078,30436.69485,39430.3837,34142.974,27542.2217,28895.56093,37529.01034,25786.03344,28942.81483,31532.17156,32569.42155,23223.7934,28750.79152,27978.76914,24797.84283,27474.41684,29587.96717,26140.93456,28775.25896,32331.168,35700.06003,23593.76701,25913.21413,27497.48621,24709.79733,29509.86041,28404.32932,27080.99752,28557.85763,30746.33164,32817.29042,23492.20886,27730.37572,26896.5603,27215.99859,29046.5339,25148.3357
